Name,Code,Cat Code,Parent Manufacturer
Leica,LECA,PT_CAT375700,
Light Efficient Design,LED,PT_CAT375006,
Leer,LEER,PT_CAT121211,
Alegacy,LEG,PT_CATALEGACY,
Legrand,LEGD,PT_CAT375000,
Le-Jo,LEJ,PT_CAT13412,
Lennox,LEN,PT_CAT1130,
Lenox,LEN,PT_CAT375001,
Lesso America,LESA,PT_CAT375831,
Leonard Valve,LEVA,PT_CAT375002,
Lexmark,LEXM,PT_CAT374565,
Life+Gear,LFGR,PT_CAT375003,
Lufkin,LFKN,PT_CAT235696,
Lifetime,LFTM,PT_CAT375697,
Lifetime Brands,LFTM,PT_CAT375004,
Lift Safety,LFTS,PT_CAT375556,
Lang,LG,PT_CAT1131,Middleby
LG Appliances,LGAP,PT_CAT224036,
LG Electronics,LGE,PT_CAT223878,
Loggerflex,LGFX,PT_CAT224137,
Legion,LGN,PT_CAT1132,Legacy
"Lagasse, Inc.",LGSE,PT_CAT374995,
Logtag Recorders,LGTG,PT_CAT235689,
Legend Valve,LGVL,PT_CAT375896,
Lh Dottie,LHDT,PT_CAT375436,
Libertyware,LIB,PT_CATLIBERTYWARE,
Libbey,LIBB,PT_CAT374509,
Lincat,LIC,PT_CAT236375,
Liebert,LIE,PT_CAT239333,
Liebherr,LIEB,PT_CAT235517,
Lincoln Electric,LIEL,PT_CAT375007,
Lind Equipment,LIEQ,PT_CAT375008,
Lightfry,LIFR,PT_CAT223692,
Lil Orbits,LILO,PT_CAT223681,
Lincoln,LIN,PT_CAT1133,Welbilt
ITW Linx,LINX,PT_CAT235650,
Elkay Plastics,LKPA,PT_CAT374492,
Lakeside Plastics,LKPL,PT_CAT375773,
Lockring,LKRG,PT_CAT374167,
Leaksmart,LKSM,PT_CAT376027,
Lockwood,LKW,PT_CAT47963,
Lloyd Industries,LLOY,PT_CATLLOYDINDUSTRIES,
Lambro,LMBO,PT_CAT376057,
Lamber-Eurodib,LMP,PT_CAT14879,
Lamson And Son,LMSN,PT_CATLAMSONANDSON,
LeMatic,LMTC,PT_CAT224112,
Lamotte,LMTE,PT_CAT235457,
Lime-A-Way,LMWY,PT_CAT374290,
Lanier,LNER,PT_CAT374288,
Linden Sweden,LNSN,PT_CAT374089,
Lenovo,LNVO,PT_CAT374135,
Linzer,LNZR,PT_CAT375009,
Locboard,LOBD,PT_CAT375011,
Lochinvar,LOC,PT_CAT223712,
LoCor,LOCR,PT_CAT374144,
Loctite,LOCT,PT_CATLOCTITE,
Loggerhead Tools,LOGG,PT_CAT375785,
Lokring Appliance,LOKR,PT_CAT235518,
Lightolier,LOL,PT_CATLIGHTOLIER,
Locoloc,LOLC,PT_CAT375012,
Lolo,LOLO,PT_CAT221997,
Loos,LOOS,PT_CAT375013,
Low Temp Industries,LOW,PT_CATLOWTEMPINDUSTRIES,
Low Boy,LOWB,PT_CATLOWBOY,
Lapaco,LPCO,PT_CAT374722,
Lps,LPS,PT_CATLPS,
Learning Resources,LRC,PT_CAT374998,
Larien,LRIN,PT_CAT374088,
Linkrich,LRK,PT_CAT15337,
Lorell,LRLL,PT_CAT374389,
Loren Cook,LRN,PT_CAT223829,
Lascar,LSCR,PT_CAT374996,
Lisle,LSLE,PT_CAT376058,
La San Marco,LSM,PT_CAT223751,
Louis Teller,LSTE,PT_CAT2905190,
Luster Professional,LSTR,PT_CAT375322,
Lillsun Manufacturing,LSUN,PT_CAT374779,
Louisville Lighting,LSVL,PT_CATLOUISVILLELIGHTING,
LoTemp Doors,LTD,PT_CAT224049,
Lot45,LTFF,PT_CAT374170,
Littelfuse,LTFU,PT_CAT375464,
Little Giant,LTGT,PT_CAT374051,
Lithonia Lighting,LTLG,PT_CAT375417,
Lift Off,LTOF,PT_CAT375005,
Lutron,LTRN,PT_CAT375016,
Little Rapids,LTRP,PT_CAT375010,
Lukjan Metal Products,LUKJ,PT_CAT375861,
Lumar,LUM,PT_CAT223714,
Lundmark,LUMK,PT_CAT375015,
LVO,LVO,PT_CAT281879,
Leviton,LVTN,PT_CATLEVITON,
Lewis-Bins,LWBN,PT_CAT375565,
Loew Cornell,LWCL,PT_CAT374292,
Lw Scientific,LWSC,PT_CAT375017,
Lexol,LXOL,PT_CAT374289,
Luxor,LXOR,PT_CAT374390,
Lyco Manufacturing,LYC,PT_CAT223914,
LloydPans,LYDP,PT_CAT374090,
Lysol,LYSL,PT_CAT374157,
Lysol Professional,LYSP,PT_CAT375018,
Lozier,LZIR,PT_CAT375562,
Master Appliance,MAAP,PT_CAT375026,
Magnolia Brush,MABR,PT_CAT375020,
Macon Controls,MACL,PT_CAT375019,
Mastercool Inc.,MACO,PT_CAT375029,
Macap,MACP,PT_CAT375332,
Marley,MACT,PT_CAT223831,
Master Fluid,MAFL,PT_CAT375027,
Magic Chef,MAGC,PT_CAT1134,
Mahoney,MAH,PT_CATMAHONEY,
Mainca,MAI,PT_CAT224224,
Mahlkonig,MAKG,PT_CAT375330,
Markal,MAKL,PT_CAT375023,
Mallet,MAL,PT_CAT235449,
Mammoth,MAM,PT_CAT224113,
Master Magnetics,MAMG,PT_CAT235592,
Mamac Systems,MAMS,PT_CAT375022,
M+A Matting,MAMT,PT_CAT374512,
Manitowoc Ice,MAN,PT_CAT1135,Welbilt
Multiplex,MANB,PT_CAT1136,Welbilt
Maxxeon,MAON,PT_CAT374564,
Market Forge,MAR,PT_CAT1137,Middleby
Marcal,MARC,PT_CAT235485,
Mars Motors,MARS,PT_CATMARSMOTORS,
Master Air,MAS,PT_CAT223832,
Master-Bilt Cross Town,MAST,PT_CATMASTERBILT_CROSSTOWN,
Martex,MATX,PT_CAT375571,
MAVEA,MAV,PT_CAT223879,
Maxx Air,MAXA,PT_CAT375942,
Maxi-Matic,MAXM,PT_CAT224076,
Maxximum,MAXX,PT_CATMAXXIMUM,
Maytag,MAY,PT_CAT1138,
Mazzer,MAZ,PT_CAT2905158,
Master-Bilt,MB,PT_CAT1139,
Mr Bar B Q,MBBQ,PT_CATMRBARBQ,
Mibro,MBRO,PT_CAT235593,
Meltblown Tech,MBTC,PT_CAT375694,
McCann,MCAN,PT_CATMCCANN,
Mcdonnell Miller,MCDM,PT_CAT375035,
Mr Coffee,MCFE,PT_CAT374300,
Mcgill,MCGL,PT_CATMCGILL,
Merrychef,MCHF,PT_CAT12938,Welbilt
McCall,MCL,PT_CAT1140,
Miracle Led,MCLD,PT_CAT375050,
Mr Clean,MCLN,PT_CAT374299,
Miracle Sealants,MCLS,PT_CAT374295,
Mcmaster Carr,MCM,PT_CATMCMASTERCARR,
Mcm Electronics,MCME,PT_CATMCMELECTRONICS,
Mcdonnell & Miller,MCML,PT_CAT375889,
Mcnairn,MCNR,PT_375864,
Monaco Foodservice,MCO,PT_CAT236214,
Mr Cool,MCOL,PT_CAT374449,
McQuay,MCQ,PT_CAT223833,
Mercer Culinary,MCRC,PT_CAT374093,
Micro Matic,MCRM,PT_CAT2779301,
MCR Safety,MCRS,PT_CAT374052,
Master Caster,MCSR,PT_CAT374751,
Mart Cart,MCT,PT_CAT243195,
Music City Metals,MCTM,PT_CATMUSICCITYMETALS,
McWare,MCWA,PT_CAT374134,
Middleby,MD,PT_CAT1141,Middleby
Mold Armor,MDAR,PT_CAT374189,
Middle Atlantic,MDAT,PT_CAT375467,
Md Building,MDBD,PT_CAT375801,
Midwest Electric,MDEL,PT_CAT375463,
Minnesota Diversified,MDI,PT_CAT375568,
Mercantile Development,MDIN,PT_CAT235652,
Mid Worldwide,MDIW,PT_CAT374709,
Medline,MDLN,PT_CAT374031,
Mod-Pac,MDPC,PT_CAT375731,
Midstate Plastics Corporation,MDPL,PT_CAT375940,
Modular Dispensing Systems,MDS,PT_CAT236208,
MDSI,MDSI,PT_CATMDSI,
Mid-West Instruments,MDWI,PT_CAT376040,
Midwest Snips,MDWS,PT_CAT375043,
Micro Essential Lab,ME,PT_CAT374550,
Medique,MEDQ,PT_CAT375574,
Method Products,MEHD,PT_CAT235486,
Method Products Inc,MEHD,PT_CAT375041,
Meiko,MEI,PT_CAT47961,
Melitta,MEL,PT_CAT219703,
Marley Engineered Products,MEP,PT_CAT375024,
Merco,MER,PT_CAT1142,Welbilt
Meeco's Red Devil,MERD,PT_CAT376059,
Milescraft,MESC,PT_CAT235594,
Measuretek,METK,PT_CAT375036,
Metabo Solutions,METS,PT_CAT375807,
Metrovac,METV,PT_CAT375541,
MFG Tray,MFGT,PT_CAT374094,
Mercury Floor Machines,MFM,PT_CAT375038,
Marra Forni,MFNI,PT_CAT224047,
Micro Fridge,MFR,PT_CAT223978,
Magic Chef Commercial,MGC,PT_CAT236639,
Magic Aire,MGI,PT_CAT223830,
Master Grade,MGK,PT_CAT374632,
Magliner,MGLN,PT_CAT374575,
Maglite,MGLT,PT_CAT375818,
Magic Master,MGMR,PT_CAT375649,
Megapro Tools,MGPT,PT_CAT375674,
MGR Equipment,MGR,PT_CAT223979,
Magswitch,MGSW,PT_CAT375021,
Magid Tool,MGTL,PT_CAT374000,
Magna Visual,MGVL,PT_CAT375659,
Mehr Foil,MHFL,PT_CAT375730,
Mannhardt Ice,MHI,PT_CAT223880,
Miatech,MIA,PT_CAT223853,
Microgold,MICG,PT_CAT374193,
Micro 100,MICO,PT_CAT375042,
Mr Induction,MID,PT_CAT224117,
Midea,MIDA,PT_CAT235519,
Mies,MIE,PT_CATMIESPRODUCTSINC,
Miele,MIEL,PT_CAT223881,
Minus Forty,MIFO,PT_CATMINUSFORTY,
Migali,MIG,PT_CAT223764,
Milnor,MIL,PT_CATMILNOR,
Mill & Thread,MILT,PT_CAT374429,
Milwaukee,MILW,PT_CAT374053,
Mimet,MIM,PT_CAT223913,
Minuteman,MINM,PT_CATMINUTEMAN,
Minipack America,MINP,PT_CATMINIPACK,
Miroil,MIRO,PT_CATMIROIL,
Miso Robotics,MIS,PT_CAT236210,
Mitsubishi,MIT,PT_CAT223834,
MIWE,MIW,PT_CAT223678,
Mjb Wood Group,MJBW,PT_CAT375559,
Magikitchn,MK,PT_CAT1143,Middleby
Minka Aire,MKAR,PT_CAT375435,
MKE,MKE,PT_CAT223808,
Mk Morse,MKMO,PT_CAT374803,
MKN,MKN,PT_CAT235618,
Markel,MKP,PT_CAT223980,
Marks Usa,MKSU,PT_CAT375652,
Makita,MKTA,PT_CAT235590,
Mark-10,MKTN,PT_CAT375508,
Masterlock,ML,PT_CATMASTERLOCK,
Milbar,MLBR,PT_CAT375044,
Molded Fiberglass Tray,MLDF,PT_CATMOLDEDFIBERGLASSTRAY,
Moldex,MLDX,PT_CAT374296,
Miller Electric,MLEL,PT_CAT375046,
Merrill Manufacturing,MLMG,PT_CAT375883,
Millennium Mat,MLMT,PT_CAT375045,
Malish,MLSH,PT_CATMALISH,
Milsek,MLSK,PT_CAT375048,
Miller-Stephenson,MLSN,PT_CAT375047,
M&M Industries,MMIN,PT_CAT375876,
3M Supplies,MMM,PT_CAT3MSUPPLIES,
Magna Mixer,MMX,PT_CAT223930,
Mrs Meyer'S Clean Day,MMYR,PT_CAT374194,
Minco,MNC,PT_CATMINCO,
Monoflo International,MNFL,PT_CAT375567,
Mean Green,MNGN,PT_CAT374294,
Mannhart,MNH,PT_CAT242792,
Monin,MNIN,PT_CAT374095,
Minerallac,MNLC,PT_CAT375411,
Mono,MNO,PT_CAT236417,
Mind Reader,MNRD,PT_CAT375049,
Mansfield,MNSF,PT_CAT375888,
Montana Brand,MNTA,PT_CAT374297,
Munters,MNTR,PT_CAT375064,
Maintex,MNTX,PT_CAT374391,
Modular,MOD,PT_CAT1145,
Modine,MODN,PT_CAT374560,
Mod-U-Serve,MODU,PT_CAT281888,
Moen Commercial,MOEN,PT_CAT374446,
Moffat,MOF,PT_CAT1146,Aligroup
Moline,MOL,PT_CAT223981,
Mobile Merchandiser,MOMR,PT_CAT374626,
Maid O Mist,MOMT,PT_CAT375841,
Montague,MON,PT_CAT1147,
Monarch,MONI,PT_CAT375054,
Monster,MONS,PT_CAT375771,
Monoprice,MOPR,PT_CAT375055,
Morcon,MORC,PT_CAT235487,
Mosmatic,MOSM,PT_CAT375058,
Moody Tool,MOTO,PT_CAT375056,
Mop & Glo,MPGL,PT_CAT374298,
Mop & Glo Professional,MPGP,PT_CAT375057,
Martin Paul Inc,MPI,PT_CAT374625,
Malco Products Inc,MPIN,PT_CAT235591,
Metro Paper Industries,MPPR,PT_CAT235653,
Mastrad Paris,MPRS,PT_CAT374620,
Master Power,MPT,PT_CAT375028,
MULTIPLEX,MPX,,
M&Q Packaging,MQPA,PT_CAT374511,
Mars Air Systems,MRAD,PT_CATMARSAIRDOORS,
Marc Refrigeration,MRC,PT_CAT223953,
Microban,MRCB,PT_CAT374150,
Mr Chain,MRCN,PT_CAT374621,
Mill Rose Company,MRCO,PT_CAT375840,
Mr Heater,MRHT,PT_CAT375669,
Markel Products,MRKL,PT_CAT375913,
Mr Longarm,MRLA,PT_CAT375820,
Mr. Metal,MRMT,PT_CAT375060,
Murphy Oil Soap,MROS,PT_CAT374195,
Mont Royal,MROY,PT_CAT235654,
Mr Peel,MRPL,PT_CAT374097,
Mirro,MRRO,PT_CAT375051,
Marsal Pizza Ovens,MRS,PT_CAT47279,Middleby
Marsh,MRSH,PT_CAT235710,
Qlt By Marshalltown,MRSH,PT_CAT375118,
Mersen,MRSN,PT_CAT375039,
Mr Steam,MRST,PT_CAT224133,
Marantz,MRTZ,PT_CAT374137,
Marshall Air,MSA,PT_CAT1149,
Msa Safety,MSAS,PT_CAT375061,
Msi Computer,MSIC,PT_CAT374138,
Messermeister,MSRM,PT_CAT374358,
Mssc,MSSC,PT_CAT375062,
Mesa Safe,MSSF,PT_CAT375569,
"Meister Cook, LLC",MST,PT_CAT13528,
Mustee,MSTE,PT_CAT375065,
Mastervision,MSTV,PT_CAT375602,
Marshalltown,MSTW,PT_CAT375025,
Misty,MSTY,PT_CAT374393,
Metabo Hpt,MTAO,PT_CAT374192,
Matfer Bourgeat,MTBO,PT_CAT374092,
Metraflex,MTFX,PT_CAT375911,
Metallics Inc,MTLC,PT_CAT375509,
Metalux,MTLX,PT_CAT375466,
Mtm Hydro,MTMH,PT_CAT375706,
Matco Norca,MTNR,PT_CAT375830,
Mountain Plumbing Products,MTPL,PT_CAT375938,
Metalpro,MTPR,PT_CAT375040,
Meltric,MTRC,PT_CAT375468,
Motorola,MTRL,PT_CAT375059,
Metro,MTRO,PT_CAT283204,Aligroup
M T S Seating,MTSS,PT_CAT374750,
Motta,MTTA,PT_CAT374096,
Mityvac,MTVC,PT_CAT375053,
Metal Wash,MTWS,PT_CAT223791,
Metrex Valve,MTXV,PT_CAT375914,
Mitutoyo,MTYO,PT_CAT235692,
Multi-Clean,MUCL,PT_CAT375063,
Mulberry,MULB,PT_CATMULBERRY,
Mundial,MUN,PT_CATMUNDIAL,
Mauritzon,MURZ,PT_CAT375680,
Ritz,MURZ,PT_CAT374507,
Marvair,MVAR,PT_CAT375912,
MovinCool,MVCL,PT_CAT224078,
Marvel Refrigeration,MVL,PT_CAT223770,
M&W Electric,MWEM,PT_CAT375510,
Maxx Cold,MXCD,PT_CAT48067,Legacy
Maxicap,MXCP,PT_CAT375030,
Maxx Ice,MXIC,PT_CAT47988,Legacy
Maxim,MXIM,PT_CAT374392,
Maxlite,MXLT,PT_CAT375032,
Maxxima,MXMA,PT_CAT375033,
Maxitrol,MXTL,PT_CAT375031,
Mechanix Wear,MXWR,PT_CAT375037,
Myco Tableware,MYCO,PT_CAT374690,
Mayhew,MYHW,PT_CAT375034,
Mightymat,MYMT,PT_CAT374769,
Maryland Plastics,MYPL,PT_CAT374684,
National Controls Corporation,NACC,PT_CATNATIONALCONTROLSCORPORA,
Nature'S Air Sponge,NAS,PT_CAT375067,
National Conveyor Corp,NATL,PT_CATNATIONALCONVEYORCORP,
Navien,NAVI,PT_CAT223691,
Kysor Warren,NAX,PT_CAT223719,
Nieco,NC,PT_CAT1150,Middleby
NCC,NCC,PT_CATNCC,
Ncco,NCCO,PT_CAT374434,
Newton CFV,NCFV,PT_CAT25499948,
Nicholson,NCHL,PT_CAT374302,
National Cart Co,NCRT,PT_CAT374784,
Ndl Industries,NDLI,PT_CAT375068,
Nord-Lock,NDLK,PT_CAT375535,
9 Elements,NELE,PT_CAT374207,
Nemco,NEM,PT_CAT1151,
Nephros,NEPS,PT_CAT375069,
Nueco,NEUC,PT_CAT2905188,
New Age Industrial,NEWA,PT_CAT224138,
Nexel Industries,NEXL,PT_CAT374149,
National Filter Media,NFM,PT_CATNATIONALFILTERMEDIA,
Niagara Conservation,NICS,PT_CAT376029,
Nidec,NIDC,PT_CAT375822,
Nieco Cross Town,NIEC,PT_CATNIECO_CROSSTOWN,
Nilma,NIL,PT_CAT224032,
Nimbus Water Systems,NIM,PT_CATNIMBUS,
Ningbo,NING,PT_CAT235624,
Nittany Paper,NITP,PT_CAT235655,
Nite Ize,NIZE,PT_CAT375766,
NKL Cash Handling,NKL,PT_CATNKLCASH,
Nildor Products,NLRP,PT_CAT374642,
Nilfisk,NLSK,PT_CAT375547,
Nurse Madonna,NMAD,PT_CAT235656,
National Marker Company,NMC,PT_CAT375066,
National Metalwares Furniture,NMWF,PT_CAT374754,
Norbec,NOB,PT_CAT223773,
Novacart,NOCA,PT_CAT374515,
Norlake,NOR,PT_CAT1152,
Nordyne,NORD,PT_CAT374442,
Norelco,NORE,PT_CAT374584,
Norton,NORT,PT_CATNORTON,
Nordic Ware,NORW,PT_CAT374514,
Notrax,NOTX,PT_CAT374651,
Nova Vision,NOVN,PT_CAT374791,
Novar,NOVR,PT_CAT2899043,
Napco Bag,NPBF,PT_CAT375537,
Norpole,NPL,PT_CAT48065,
Northern Parts,NPS,PT_CATNORTHERNPARTS,
National Public Seating,NPSG,PT_CAT375617,
No Pest,NPST,PT_CAT376060,
Neptco,NPTC,PT_CAT375521,
Nora Lighting,NRAL,PT_CAT375462,
Energymisers,NRGM,PT_CAT235687,
Northland,NRL,PT_CAT223882,
National Refrigeration Pr,NRP,PT_CATNATIONALREFRIGERATIONPR,
Normandy Products Company,NRPC,PT_CAT375832,
Norpak Corporation,NRPK,PT_CAT375732,
Norpro,NRPO,PT_CAT374099,
Noritz,NRZ,PT_CAT223883,
Nescafe,NSCF,PT_CAT375070,
Noshok,NSHK,PT_CAT235691,
Nashville Wire,NSHW,PT_CAT375647,
Nsi Polaris,NSI,PT_CATNSIPOLARIS,
Nsi Industries,NSIN,PT_CAT375413,
Neosporin,NSPN,PT_CAT374044,
National Sign Systems,NSS,PT_CATNATIONALSIGNSYSTEMS,
North Star Engineered Products,NST,PT_CAT224079,
Nortec,NTC,PT_CAT223789,
National Comfort Products,NTCP,PT_CAT375923,
No Touch Easy Gloves,NTEG,PT_CAT374513,
Nti Boilers,NTIB,PT_CAT375965,
Nortek,NTK,PT_CAT239338,
Natura,NTR,PT_CAT223753,
Neptronic,NTRC,PT_CAT375915,
Nature Saver,NTSV,PT_CAT374394,
Nu-Calgon,NU,PT_CATCALGON,
Nespresso Professional,NUI,PT_CAT2779507,
Nuova Simonelli USA,NUOV,PT_CAT223076,
Nupla Tools,NUPL,PT_CAT375810,
Nuova Ricambi,NURI,PT_CAT376071,
Nutrifaster,NUT,PT_CAT223717,
Nu-Vu,NUV,PT_CAT1153,Middleby
Nuvo H2O,NUVO,PT_CAT376023,
Navac,NVAC,PT_CAT375991,
Nevermeasure,NVMS,PT_CAT375808,
Nvent Caddy,NVNT,PT_CAT375071,
Novipax,NVPX,PT_CAT375733,
Nuovair,NVR,PT_CAT235450,
Newco,NW,PT_CAT1154,
Newport Brass,NWBR,PT_CAT375930,
Newark Electronics,NWK,PT_CATNEWARKELECTRONICS,
Newstripe,NWTP,PT_CAT375581,
Nexcare,NXCR,PT_CAT374301,
Nyalox,NYLX,PT_CAT374183,
Oasis,OAS,PT_CAT223749,
Oatey,OATY,PT_CAT375072,
O Cedar Commercial,OCCO,PT_CAT235657,
Occunomix,OCNX,PT_CAT374653,
One Concier,OCON,PT_CAT375750,
Odoban,ODBN,PT_CAT375074,
O'Dell Corp,ODEL,PT_CAT375073,
Olde Midway,ODEM,PT_CAT374430,
Odorstop,ODSP,PT_CAT375696,
Old Dominion Wood,ODWD,PT_CATOLDDOMINIONWOOD,
Old English,OENG,PT_CAT374305,
Oetiker,OETK,PT_CAT375075,
Off!,OFFR,PT_CAT374303,
Officemate,OFMT,PT_CAT374395,
Oggi,OGPD,PT_CAT374687,
Ohaus,OHAS,PT_CAT235688,
"Orbit Industries, Inc",OIND,PT_CAT374597,
Ojeda,OJE,PT_CAT48077,
O'Keeffe'S,OKEF,PT_CAT374304,
Oak St Manufacturing,OKST,PT_CAT375358,
Oakton,OKTN,PT_CAT375901,
Old Tyme,OLD,PT_CAT223744,
Oil-Dri,OLDR,PT_CAT375078,
Olde Thompson,OLDT,PT_CAT374551,
Oil Eater,OLEA,PT_CAT375076,
Olfa,OLFA,PT_CATOLFA,
Oliver,OLI,PT_CAT1155,
Olson Saw,OLSN,PT_CAT374306,
Oil Vanish,OLVA,PT_CAT375077,
Olympia Faucets,OLYF,PT_CAT375893,
Olympic,OLYM,PT_CAT235458,
Olympic Storage,OLYS,PT_CAT375660,
Olympia Tools,OLYT,PT_CAT375792,
Omcan,OMC,PT_CAT223780,
Omega,OME,PT_CAT48091,Legacy
Omg Inc,OMGI,PT_CAT375813,
Omniteam,OMN,PT_CATOMNITEAM,
Omni Pure,OMNP,PT_CAT223809,
Omron,OMRN,PT_CAT375079,
Oneida,ONDA,PT_CAT374437,
Onset Hobo,ONHB,PT_CAT235701,
Onkyo,ONKY,PT_CAT374582,
Opal Icemakers,OPAL,PT_CAT235520,
Optimal Automatics,OPTA,PT_CAT374100,
Optimum Tech,OPTC,PT_CAT375666,
Optrel,OPTL,PT_CAT375081,
Opteon,OPTN,PT_CAT375080,
Orbis,ORBS,PT_CAT374516,
Oreck,ORCK,PT_CAT374196,
Orange Glo,ORGL,PT_CAT374307,
Oral-B,ORLB,PT_CAT375871,
Orion Trading & Design,ORTD,PT_CAT374713,
Orved-Eurodib,ORV,PT_CAT206400,
Oscartielle / Clabo N A,OSC,PT_CATOSCARTIELLECLABONA,
Oil Solutions Group,OSG,PT_CAT321386,
Oscartielle,OSR,PT_CAT223806,
Oster,OSTR,PT_CAT375083,
O2 Cool,OTCL,PT_CAT376035,
Oscartek,OTEK,PT_CAT223849,
OTL ORION,OTL,PT_CAT224080,
On The Table,OTTB,PT_CAT374707,
Otto,OTTO,PT_CAT375693,
Ouellet,OUEL,PT_CAT375966,
Ovention,OVE,PT_CAT48064,
Oxiclean,OXIC,PT_CAT374420,
Oxo,OXOP,PT_CAT374101,
Pacojet,PAC,PT_CAT223884,
Pacific Coast Lighting,PACL,PT_CAT375459,
Parker,PAKR,PT_CAT375088,
Palmer Packaging,PALM,PT_CATPALMERPACKAGING,
Panasonic,PAN,PT_CAT1156,
Packnwood,PANW,PT_CAT374518,
Patriot Cooking,PAO,PT_CAT224140,
Parade Plastics,PAPL,PT_CAT374758,
Para Systems,PASI,PT_CAT375428,
Paulson Mfg,PASN,PT_CAT375683,
Pass & Seymour,PASR,PT_CAT375090,
Patty-O-Matic,PAT,PT_CAT223844,
Pactiv,PATV,PT_CAT374520,
Pavailler,PAV,PT_CAT224118,
Panavise,PAVS,PT_CAT375087,
ProTecBar,PB,PT_CATPROTECBAR,
Pbi Sales,PBIS,PT_CAT375734,
Prince Castle,PC,PT_CAT1157,Marmon
Pacific Blue,PCBU,PT_CAT374040,
Package Containers Inc,PCI,PT_CAT374612,
Price Industries,PCIN,PT_CAT375970,
Paraclipse,PCLP,PT_CAT374618,
Paco Pump,PCMP,PT_CAT375967,
Pacon,PCON,PT_CAT374519,
Pac Strapping Products,PCSP,PT_CAT375084,
Pactool,PCTL,PT_CAT374308,
Paderno,PDNO,PT_CAT375368,
Parts Depot,PDPT,PT_CATPARTSDEPOT,
Prodew,PDW,PT_CAT223758,
Perlick,PE,PT_CAT1158,
Perlick Residential,PE,PT_CAT242793,
Peco,PECO,PT_CAT375092,
Peerless,PEER,PT_CATPEERLESS,
Perfection,PEF,PT_CAT219704,
Pegasus Associates,PEGA,PT_CAT1159,
Pelco,PELC,PT_CAT375412,
Pemko,PEMK,PT_CATPEMKO,
Peel Mirror System,PEMS,PT_CAT25482186,
Penn,PENN,PT_CATPENN,
Peerless Faucet,PERF,PT_CAT349011,
Perk,PERK,PT_CAT374397,
Perma-Vault,PERM,PT_CATPERMAVAULT,
Pennbarry,PEV,PT_CAT223745,
Permafil,PF,PT_CAT1160,
Power Flame,PFB,PT_CAT223835,
Perfect Fry,PFC,PT_CAT47284,Middleby
Pf Harris,PFHS,PT_CAT375096,
Puree Food Molds,PFOM,PT_CAT374524,
P&G Pro Line,PGPL,PT_CAT374396,
Pgs Grill,PGSG,PT_CAT376019,
Pacific Handy Cutter,PHCS,PT_CAT374517,
Philips,PHLP,PT_CATPHILIPS,
Phoenix Manufacturing,PHNX,PT_CAT375968,
Phase Ii,PHSE,PT_CAT375635,
Physicianscare,PHYC,PT_CAT374038,
Picard Ovens,PIC,PT_CAT48075,
Picquic,PICQ,PT_CAT375791,
Piher,PIHR,PT_CAT375097,
Pioneer Plastics,PIOP,PT_CAT374677,
PIP,PIPI,PT_CAT374032,
PizzaMaster,PIZ,PT_CAT243235,
Packard,PKCD,PT_CAT375852,
Patterson-Kelley,PKHS,PT_CAT375916,
Packless,PKLS,PT_CATPACKLESS,
Pak-Sher,PKSH,PT_CAT374680,
Peakworks,PKWK,PT_CAT375091,
Places,PLCE,PT_CAT374311,
Pelican,PLCN,PT_CAT235684,
Placon,PLCO,PT_CAT374522,
Pledge,PLDG,PT_CAT374312,
Plasti Dip,PLDI,PT_CAT375101,
Paladin Tools,PLDT,PT_CAT375460,
Polar King,PLK,PT_CATPOLARKING,
Polk Audio,PLKA,PT_CAT375947,
Plate-Mate,PLM,PT_CAT224119,
Pullman Ermator,PLME,PT_CAT375548,
Palmolive,PLMV,PT_CAT374136,
Plumberex,PLMX,PT_CAT375937,
Plink,PLNK,PT_CAT375102,
Plano Molding,PLNO,PT_CAT375100,
Poulan Pro,PLNP,PT_CAT375394,
Pallo,PLO,PT_CAT375328,
Polar Pak,PLPK,PT_CAT374627,
Performed Line Products,PLPS,PT_CAT375520,
Polar Temp,PLR,PT_CAT223922,
Polaris Water Heater,PLRS,PT_CATPOLARISWATERHEATER,
Police Security,PLSC,PT_CAT375103,
Plascon,PLSN,PT_CAT374691,
Puls Power,PLSP,PT_CAT375429,
Prescolite,PLTE,PT_CAT375499,
Purolator,PLTR,PT_CAT375627,
Plews,PLWS,PT_CATPLEWS,
Plymold,PLYM,PT_CATPLYMOLD,
Pelouze Scale,PLZS,PT_CAT1161,
Palmer Fixture,PMFX,PT_CAT375656,
Palmgren,PMGN,PT_CAT375086,
Pomona,PMNA,PT_CAT375104,
Premier Paint Roller,PMPR,PT_CAT375383,
Prime Source,PMSC,PT_CAT374151,
Pro-Motion Techenology,PMTG,PT_CAT374768,
Precious Mountain,PMTN,PT_CAT235625,
Permatex,PMTX,PT_CAT375095,
Primo Water,PMWA,PT_CAT376063,
Palmer Wahl,PMWL,PT_CAT375085,
Penco Products,PNCO,PT_CAT375558,
Princeton Tec,PNCT,PT_CAT375638,
Panduit,PNDT,PT_CATPANDUIT,
Pioneer Eclipse,PNEC,PT_CAT374139,
Pioneer,PNER,PT_CAT375099,
Panimatic,PNM,PT_CAT223982,
Pan-Oston,PNOS,PT_CAT243194,
Polynova Nissen Inc,PNOV,PT_CAT375736,
Penny Plate Inc,PNPL,PT_CAT375735,
Panasonic Refrigeration,PNR,PT_CAT223850,
Pine-Sol,PNSL,PT_CAT375098,
Pronto,PNTO,PT_CAT374679,
